timestamp,open,high,low,close,volume
2025-11-12 22:21:06.391911,86.20225233995605,86.81803364043469,84.10190060519245,86.49064448499644,10100117727.083698
2025-11-12 23:21:06.391911,84.83628787707012,85.38327819027118,78.43905703855692,84.77359658713934,13819547777.857897
2025-11-13 00:21:06.391911,87.46064971108547,91.37142386393569,84.32801000896686,87.33012041521636,21695781961.690266
2025-11-13 01:21:06.391911,90.55742502065247,93.96476894050639,88.8861571241725,90.24873399876311,37945321003.10402
2025-11-13 02:21:06.391911,85.44260250129702,87.59216893532336,82.65684638112569,85.03937791105038,1700099665.5081286
2025-11-13 03:21:06.391911,84.96278094568473,88.6151460771851,77.459070838612,85.22230695208845,39855210937.898834
2025-11-13 04:21:06.391911,90.80013078962297,93.27333792321923,89.99184064317284,91.0215473055671,15782185650.54699
2025-11-13 05:21:06.391911,88.3182880496814,91.73043671592791,83.9392379527839,88.65275126103462,26337698704.615875
2025-11-13 06:21:06.391911,85.0003450915338,90.43029774736699,83.52771647200102,85.06006232293514,19492351769.819485
2025-11-13 07:21:06.391911,88.4515673355784,89.83880367786914,83.90709190723341,88.32798984229551,18899687093.504436
2025-11-13 08:21:06.391911,85.6854560673835,87.73171236767539,84.77490552817561,85.4324049805659,1665440291.4720693
2025-11-13 09:21:06.391911,85.58093941178903,89.36063045863602,82.58913240882481,85.60044373576699,14359485140.078894
2025-11-13 10:21:06.391911,87.85617311487967,90.5363056201183,84.68250938153851,87.94055582179944,46070981757.457565
2025-11-13 11:21:06.391911,81.70433917651798,82.48408285411186,79.46243292351797,81.66715824461438,4355590644.361415
2025-11-13 12:21:06.391911,82.16518404571835,83.99702494743205,79.10707723494521,82.37156011690182,19974010310.11622
2025-11-13 13:21:06.391911,86.52753345738927,88.23739441738834,84.50689368826991,85.98850452789429,8352031095.408618
2025-11-13 14:21:06.391911,84.38311235219986,90.03585734683634,81.51719154049601,84.79206303766362,28829932322.52583
2025-11-13 15:21:06.391911,89.08082219883156,90.88396878043747,84.9966747322627,89.03147901791043,20349850421.67875
2025-11-13 16:21:06.391911,85.94101876752566,91.90463624731794,84.93787619666435,85.42243465742216,8727824936.609684
2025-11-13 17:21:06.391911,84.06386400316394,85.26354686487011,82.68562544516979,84.06214917452064,68390328160.12301
2025-11-13 18:21:06.391911,93.1930668259298,96.64976872594005,88.90183753508502,93.24622809554423,30159267201.30918
2025-11-13 19:21:06.391911,87.88216752904816,88.8663412697071,83.927511229623,87.97650792927065,7809675729.800373
2025-11-13 20:21:06.391911,88.9990254502166,95.44223724925676,87.38547864545386,89.04721558114144,31183534572.657635
2025-11-13 21:21:06.391911,84.9435318190587,87.96866103377643,80.21814645611083,84.59512296248634,17898202040.56538
2025-11-13 22:21:06.391911,86.83943236782615,89.76220674387596,83.82100795185042,87.41951203475621,16880655100.622272
2025-11-13 23:21:06.391911,90.03040449775966,90.03076844717573,88.52130855829108,89.61813409654685,26682785850.86929
2025-11-14 00:21:06.391911,85.4514743636152,86.29307888457322,81.6970985620759,85.81807816224115,30850652471.752865
2025-11-14 01:21:06.391911,90.66609309139656,96.04130998410004,88.8724775598308,90.73868013262363,19735204659.569504
2025-11-14 02:21:06.391911,87.65323865550492,90.999301213283,83.6613366321377,87.76625818535459,8027365287.111035
2025-11-14 03:21:06.391911,89.0156542286653,90.89328950758193,84.12080994353114,88.8587598876264,6217418119.761734
2025-11-14 04:21:06.391911,87.57745045347384,94.56733617346922,82.93814665722572,87.99935217646345,59499765393.91259
2025-11-14 05:21:06.391911,96.30028452114372,96.62309297232007,92.87635062489733,96.16694731785117,36400019232.32905
2025-11-14 06:21:06.391911,90.63641411948024,91.1544741238649,87.36208163626176,90.0893081590951,18935967985.563545
2025-11-14 07:21:06.391911,86.54056989664228,92.30626212939781,85.69807945199912,86.89593272643485,34526819804.734024
2025-11-14 08:21:06.391911,93.08724204781414,94.70986368932246,92.23034531258055,93.034294509411,33402181160.926186
2025-11-14 09:21:06.391911,86.40578294214302,89.05862054882891,84.10643689072818,86.57772166835909,24168335927.146637
2025-11-14 10:21:06.391911,91.3261550313512,92.26886661100366,85.46117023124751,91.20962000063122,48979995454.95935
2025-11-14 11:21:06.391911,84.48812407630663,85.75973019947624,83.79730797665584,84.48327107569689,14110661707.14413
2025-11-14 12:21:06.391911,86.32415571554365,88.56281111111609,77.96319639419707,86.49060348521698,33472222543.951122
